BASIN_CODE,COUNT,CAPACITY,SB_CODE,COUNT,CAPACITY,MB_CODE,COUNT,CAPACITY
,,,,,,1341,36,0.012708
,,,,,,1342,5,0.001765
,,,,,,1343,3,0.001059
,,,,,,1344,4,0.001412
,,,,,,1345,4,0.001412
,,,,,,1347,17,0.006001
,,,,,,1348,21,0.007413
,,,,,,1349,5,0.001765
,,,,,,1350,9,0.003177
,,,,,,1351,2,0.000706
,,,,,,1352,9,0.003177
,,,,,,1353,6,0.002118
,,,,,,1354,7,0.002471
,,,,,,1355,34,0.012002
,,,,,,1357,2,0.000706
,,,,,,1358,9,0.003177
,,,,,,1359,14,0.004942
,,,,,,1360,2,0.000706
,,,,,,1361,14,0.004942
,,,,,,1362,4,0.001412
,,,,,,1365,14,0.004942
,,,,,,1366,2,0.000706
,,,,,,1367,19,0.006707
,,,,,,1370,17,0.006001
,,,,,,1371,14,0.004942
,,,,,,1372,10,0.00353
,,,,,,1373,59,0.020827
,,,,,,1374,10,0.00353
,,,,,,1375,9,0.003177
,,,,,,1376,2,0.000706
,,,,,,1377,18,0.006354
,,,,,,1378,13,0.004589
,,,,,,1379,9,0.003177
,,,,,,(blank),,
,,,,,,Grand Total,10797,3.811341
