BASIN_CODE,COUNT,CAPACITY,SB_CODE,COUNT,CAPACITY,MB_CODE,COUNT,CAPACITY
,,,,,,1062,432,0.0030672
,,,,,,1063,879,0.0062409
,,,,,,1064,203,0.0014413
,,,,,,1065,769,0.0054599
,,,,,,1066,647,0.0045937
,,,,,,1067,233,0.0016543
,,,,,,1068,425,0.0030175
,,,,,,1069,617,0.0043807
,,,,,,1070,622,0.0044162
,,,,,,1071,1006,0.0071426
,,,,,,1072,1079,0.0076609
,,,,,,1073,335,0.0023785
,,,,,,1075,18,0.0001278
,,,,,,1101,83,0.0005893
,,,,,,1102,137,0.0009727
,,,,,,1103,315,0.0022365
,,,,,,1104,213,0.0015123
,,,,,,1105,109,0.0007739
,,,,,,1106,482,0.0034222
,,,,,,1107,973,0.0069083
,,,,,,1108,298,0.0021158
,,,,,,1109,863,0.0061273
,,,,,,1110,524,0.0037204
,,,,,,1111,491,0.0034861
,,,,,,1112,140,0.000994
,,,,,,1113,399,0.0028329
,,,,,,1115,209,0.0014839
,,,,,,1116,87,0.0006177
,,,,,,1117,41,0.0002911
,,,,,,1119,557,0.0039547
,,,,,,1120,8,0.0000568
,,,,,,1121,18,0.0001278
,,,,,,1122,266,0.0018886
,,,,,,1123,335,0.0023785
,,,,,,1124,252,0.0017892
,,,,,,1125,334,0.0023714
,,,,,,1126,22,0.0001562
,,,,,,1127,554,0.0039334
,,,,,,1128,54,0.0003834
,,,,,,1129,25,0.0001775
,,,,,,1130,96,0.0006816
,,,,,,1131,139,0.0009869
,,,,,,1132,66,0.0004686
,,,,,,1133,168,0.0011928
,,,,,,1134,71,0.0005041
,,,,,,1135,66,0.0004686
,,,,,,1136,53,0.0003763
,,,,,,1137,10,0.000071
,,,,,,1138,121,0.0008591
,,,,,,1139,220,0.001562
,,,,,,1140,24,0.0001704
,,,,,,1141,720,0.005112
,,,,,,1142,651,0.0046221
,,,,,,1143,201,0.0014271
,,,,,,1144,220,0.001562
,,,,,,1145,16,0.0001136
,,,,,,1146,99,0.0007029
,,,,,,1147,470,0.003337
,,,,,,1148,191,0.0013561
,,,,,,1149,472,0.0033512
,,,,,,1150,493,0.0035003
,,,,,,1151,477,0.0033867
,,,,,,1152,301,0.0021371
,,,,,,1153,232,0.0016472
,,,,,,1154,339,0.0024069
,,,,,,1155,130,0.000923
,,,,,,1156,436,0.0030956
,,,,,,1157,181,0.0012851
,,,,,,1158,100,0.00071
,,,,,,1159,439,0.0031169
,,,,,,1160,286,0.0020306
,,,,,,1161,454,0.0032234
,,,,,,1162,76,0.0005396
,,,,,,1163,3,0.0000213
,,,,,,1164,308,0.0021868
,,,,,,1165,69,0.0004899
,,,,,,1166,1,0.0000071
,,,,,,1167,312,0.0022152
,,,,,,1168,417,0.0029607
,,,,,,1169,205,0.0014555
,,,,,,1170,171,0.0012141
,,,,,,1171,43,0.0003053
,,,,,,1173,545,0.0038695
,,,,,,1174,185,0.0013135
,,,,,,1175,34,0.0002414
,,,,,,1176,517,0.0036707
,,,,,,1201,98,0.0006958
,,,,,,1202,152,0.0010792
,,,,,,1203,1237,0.0087827
,,,,,,1204,94,0.0006674
,,,,,,1205,370,0.002627
,,,,,,1206,123,0.0008733
,,,,,,1207,499,0.0035429
,,,,,,1208,602,0.0042742
,,,,,,1209,744,0.0052824
,,,,,,1210,475,0.0033725
,,,,,,1211,182,0.0012922
,,,,,,1212,988,0.0070148
,,,,,,1213,287,0.0020377
,,,,,,1214,1096,0.0077816
,,,,,,1215,150,0.001065
,,,,,,1216,54,0.0003834
,,,,,,1217,69,0.0004899
,,,,,,1218,255,0.0018105
,,,,,,1219,250,0.001775
,,,,,,1220,274,0.0019454
,,,,,,1221,506,0.0035926
,,,,,,1222,249,0.0017679
,,,,,,1223,74,0.0005254
,,,,,,1224,12,0.0000852
,,,,,,1225,220,0.001562
,,,,,,1226,67,0.0004757
,,,,,,1227,363,0.0025773
,,,,,,1228,379,0.0026909
,,,,,,1229,1,0.0000071
,,,,,,1230,63,0.0004473
,,,,,,1231,645,0.0045795
,,,,,,1232,1188,0.0084348
,,,,,,1233,358,0.0025418
,,,,,,1234,448,0.0031808
,,,,,,1235,767,0.0054457
,,,,,,1236,791,0.0056161
,,,,,,1237,411,0.0029181
,,,,,,1238,1078,0.0076538
,,,,,,1239,644,0.0045724
,,,,,,1240,141,0.0010011
,,,,,,1241,1403,0.0099613
,,,,,,1242,408,0.0028968
,,,,,,1243,346,0.0024566
,,,,,,1244,103,0.0007313
,,,,,,1245,1095,0.0077745
,,,,,,1246,1122,0.0079662
,,,,,,1247,675,0.0047925
,,,,,,1248,628,0.0044588
,,,,,,1249,168,0.0011928
,,,,,,1250,333,0.0023643
,,,,,,1251,919,0.0065249
,,,,,,1252,811,0.0057581
,,,,,,1253,149,0.0010579
,,,,,,1254,317,0.0022507
,,,,,,1255,1509,0.0107139
,,,,,,1256,309,0.0021939
,,,,,,1257,204,0.0014484
,,,,,,1258,474,0.0033654
,,,,,,1259,894,0.0063474
,,,,,,1260,313,0.0022223
,,,,,,1261,360,0.002556
,,,,,,1262,151,0.0010721
,,,,,,1263,706,0.0050126
,,,,,,1264,886,0.0062906
,,,,,,1265,15,0.0001065
,,,,,,1266,536,0.0038056
,,,,,,1267,369,0.0026199
,,,,,,1268,480,0.003408
,,,,,,1269,261,0.0018531
,,,,,,1270,694,0.0049274
,,,,,,1271,494,0.0035074
,,,,,,1272,602,0.0042742
,,,,,,1273,1518,0.0107778
,,,,,,1274,93,0.0006603
,,,,,,1275,451,0.0032021
,,,,,,1276,788,0.0055948
,,,,,,1277,465,0.0033015
,,,,,,1278,348,0.0024708
,,,,,,1279,1028,0.0072988
,,,,,,1280,694,0.0049274
,,,,,,1281,214,0.0015194
,,,,,,1282,484,0.0034364
,,,,,,1283,744,0.0052824
,,,,,,1284,188,0.0013348
,,,,,,1285,359,0.0025489
,,,,,,1286,22,0.0001562
,,,,,,1287,1121,0.0079591
,,,,,,1288,528,0.0037488
,,,,,,1289,335,0.0023785
,,,,,,1290,688,0.0048848
,,,,,,1291,1340,0.009514
,,,,,,1292,829,0.0058859
,,,,,,1293,276,0.0019596
,,,,,,1294,516,0.0036636
,,,,,,1295,1251,0.0088821
,,,,,,1296,579,0.0041109
,,,,,,1297,228,0.0016188
,,,,,,1298,620,0.004402
,,,,,,1299,198,0.0014058
,,,,,,1301,27,0.0001917
,,,,,,1302,232,0.0016472
,,,,,,1303,42,0.0002982
,,,,,,1304,117,0.0008307
,,,,,,1305,169,0.0011999
,,,,,,1306,281,0.0019951
,,,,,,1307,130,0.000923
,,,,,,1308,145,0.0010295
,,,,,,1309,263,0.0018673
,,,,,,1310,34,0.0002414
,,,,,,1311,1,0.0000071
,,,,,,1312,43,0.0003053
,,,,,,1313,175,0.0012425
,,,,,,1314,64,0.0004544
,,,,,,1315,126,0.0008946
,,,,,,1316,153,0.0010863
,,,,,,1317,124,0.0008804
,,,,,,1318,111,0.0007881
,,,,,,1319,62,0.0004402
,,,,,,1320,11,0.0000781
,,,,,,1321,157,0.0011147
,,,,,,1322,206,0.0014626
,,,,,,1323,116,0.0008236
,,,,,,1324,25,0.0001775
,,,,,,1325,132,0.0009372
,,,,,,1326,75,0.0005325
,,,,,,1327,437,0.0031027
,,,,,,1328,153,0.0010863
