BASIN_CODE,COUNT,CAPACITY,SB_CODE,COUNT,CAPACITY,MB_CODE,COUNT,CAPACITY
,,,,,,1049,26,0.243333829
,,,,,,1050,31,0.636528093
,,,,,,1051,28,0.239142407
,,,,,,1052,107,0.408425322
,,,,,,1053,22,0.337182318
,,,,,,1054,10,0.215952454
,,,,,,1055,121,0.3035011435
,,,,,,1056,194,0.4673954058
,,,,,,1057,40,0.482125933
,,,,,,1058,48,0.1722182902
,,,,,,1059,112,0.396132318
,,,,,,1060,106,0.5147242165
,,,,,,1061,105,0.2926522544
,,,,,,1062,68,0.2947377602
,,,,,,1063,296,1.0503143919
,,,,,,1064,91,0.586128255
,,,,,,1065,178,0.957793075
,,,,,,1066,132,0.6353331992
,,,,,,1067,115,0.4269835673
,,,,,,1068,69,0.170515535
,,,,,,1069,68,0.2483934643
,,,,,,1070,48,0.15160051
,,,,,,1071,69,0.2620485384
,,,,,,1072,152,0.241871137
,,,,,,1073,76,0.1782104494
,,,,,,1075,8,0.028883144
,,,,,,1101,9,0.078482348
,,,,,,1103,2,0.018994749
,,,,,,1104,17,0.041481109
,,,,,,1107,38,0.293890225
,,,,,,1108,16,0.015671453
,,,,,,1109,6,0.017446038
,,,,,,1110,20,0.08628176
,,,,,,1111,150,0.7205719696
,,,,,,1112,37,0.192865444
,,,,,,1113,3,0.011227989
,,,,,,1114,1,0.002660864
,,,,,,1115,3,0.018747588
,,,,,,1116,7,0.016931096
,,,,,,1119,15,0.080441546
,,,,,,1123,5,0.011638357
,,,,,,1124,1,0.00166432
,,,,,,1125,4,0.020830549
,,,,,,1126,8,0.018242626
,,,,,,1127,69,0.347438563
,,,,,,1128,4,0.009249179
,,,,,,1129,3,0.002077028
,,,,,,1130,4,0.005863048
,,,,,,1131,42,0.2420998618
,,,,,,1132,6,0.077292047
,,,,,,1133,69,0.3223665581
,,,,,,1134,94,0.3128442828
,,,,,,1135,4,0.028858263
,,,,,,1136,50,0.119770316
,,,,,,1138,10,0.040203084
,,,,,,1139,11,0.094906677
,,,,,,1140,31,0.1089281786
,,,,,,1141,6,0.027900225
,,,,,,1142,2,0.005837595
,,,,,,1144,36,0.055678655
,,,,,,1146,24,0.208123155
,,,,,,1147,31,0.076452282
,,,,,,1148,20,0.064164506
,,,,,,1150,61,0.317507347
,,,,,,1151,11,0.059449512
,,,,,,1153,70,0.1374666394
,,,,,,1154,18,0.091055638
,,,,,,1155,9,0.056001412
,,,,,,1156,32,0.1110685435
,,,,,,1157,194,0.5524309863
,,,,,,1158,165,0.3919037619
,,,,,,1159,153,0.221365758
,,,,,,1160,14,0.019477829
,,,,,,1161,68,0.0780462852
,,,,,,1162,20,0.017013348
,,,,,,1164,71,0.0914744668
,,,,,,1165,2,0.007737578
,,,,,,1166,412,1.1420459563
,,,,,,1167,51,0.287479675
,,,,,,1168,58,0.320024534
,,,,,,1169,4,0.045508551
,,,,,,1170,64,0.544478325
,,,,,,1171,13,0.164631469
,,,,,,1173,2,0.004387004
,,,,,,1174,25,0.636139214
,,,,,,1175,2,0.002741878
,,,,,,1176,52,0.726530611
,,,,,,1201,4,0.104431718
,,,,,,1203,46,1.024866704
,,,,,,1205,39,0.54441147
,,,,,,1206,3,0.043300404
,,,,,,1207,32,0.66425032
,,,,,,1208,40,0.569805804
,,,,,,1209,20,0.394685164
,,,,,,1210,20,0.27282196
,,,,,,1211,4,0.244277435
,,,,,,1212,55,1.164723199
,,,,,,1213,1,0.046188356
,,,,,,1214,83,0.267000653
,,,,,,1215,4,0.092184118
,,,,,,1218,8,0.123072231
,,,,,,1219,15,0.155430332
,,,,,,1220,4,0.164632606
,,,,,,1221,3,0.116598125
,,,,,,1222,1,0.029908575
,,,,,,1223,1,0.024470652
,,,,,,1224,1,0.034213597
,,,,,,1225,11,0.324574304
,,,,,,1226,16,0.0124258645
,,,,,,1227,2,0.073638537
,,,,,,1228,8,0.14264351
,,,,,,1231,15,0.87747165
,,,,,,1232,11,0.150633856
,,,,,,1233,6,0.115703133
,,,,,,1234,3,0.109053008
,,,,,,1235,10,0.107409355
,,,,,,1236,9,0.118821356
,,,,,,1237,1,0.11187393
,,,,,,1238,33,0.5259002758
,,,,,,1239,168,0.4933086846
,,,,,,1240,4,0.005998141
,,,,,,1241,87,1.310026091
,,,,,,1242,66,0.1614824012
,,,,,,1243,13,0.274523158
,,,,,,1244,10,0.014942846
,,,,,,1245,82,0.802385977
,,,,,,1246,56,0.379595648
,,,,,,1247,12,0.2630764554
,,,,,,1248,74,0.328549715
,,,,,,1249,146,0.4182225293
,,,,,,1250,10,0.445139287
,,,,,,1251,43,0.473911496
,,,,,,1252,9,0.151009154
,,,,,,1253,37,0.047296193
,,,,,,1254,60,0.636785742
,,,,,,1255,104,0.5602107735
,,,,,,1256,6,0.026679114
,,,,,,1257,28,0.115161533
,,,,,,1258,216,0.620716071
,,,,,,1259,21,0.094154105
,,,,,,1260,167,0.4869258348
,,,,,,1261,13,0.017767083
,,,,,,1262,3,0.273406669
,,,,,,1263,83,0.4711928499
,,,,,,1264,6,0.17658994
,,,,,,1266,2,0.009210516
,,,,,,1267,13,0.137200729
,,,,,,1268,66,0.795001479
,,,,,,1269,4,0.029013584
,,,,,,1270,17,0.568082671
,,,,,,1271,39,0.85197787
,,,,,,1272,6,0.042433363
,,,,,,1273,11,0.35144841
,,,,,,1274,2,0.031517294
,,,,,,1275,2,0.058854184
,,,,,,1276,2,0.088762759
,,,,,,1277,24,0.338209427
,,,,,,1278,2,0.03884716
,,,,,,1280,5,0.825548339
,,,,,,1281,2,0.259309609
,,,,,,1282,58,0.0822135763
,,,,,,1283,19,0.34955746
,,,,,,1284,1,0.002662316
,,,,,,1285,2,0.017707235
,,,,,,1287,14,0.672679798
,,,,,,1288,1,0.024289388
,,,,,,1289,2,0.050640655
,,,,,,1290,6,0.257961458
,,,,,,1291,12,0.224370956
,,,,,,1292,2,0.028817437
,,,,,,1293,1,0.026196444
,,,,,,1294,13,0.45186699
,,,,,,1295,46,0.411799602
,,,,,,1296,4,0.110748961
,,,,,,1297,1,0.003511992
,,,,,,1298,5,1.261059935
,,,,,,1299,19,0.438353214
,,,,,,1301,1,0.010290458
,,,,,,1302,34,0.2197724644
,,,,,,1303,3,0.080026474
,,,,,,1304,22,0.454036955
,,,,,,1305,1,0.002028483
,,,,,,1306,8,0.525316424
,,,,,,1307,13,0.051914082
,,,,,,1308,1,0.020108049
,,,,,,1309,4,0.05893804
,,,,,,1310,1,0.019190313
,,,,,,1312,6,0.160545906
,,,,,,1313,17,0.814597843
,,,,,,1314,7,0.178152282
,,,,,,1315,20,0.157828492
,,,,,,1316,11,0.263027206
,,,,,,1317,53,0.382384612
,,,,,,1318,13,0.236013658
,,,,,,1319,7,0.17749359
,,,,,,1320,8,0.220488957
,,,,,,1321,1,0.017759979
,,,,,,1322,10,0.291897486
,,,,,,1323,10,0.039005106
,,,,,,1324,4,0.048163822
,,,,,,1325,16,0.048869833
,,,,,,1327,13,0.138633613
,,,,,,1328,10,0.183959681
,,,,,,1331,2,0.040007137
,,,,,,1332,9,0.081936521
,,,,,,1333,9,0.065649311
,,,,,,1334,6,0.038122819
,,,,,,1335,9,0.187232988
,,,,,,1336,9,0.020894494
,,,,,,1337,52,0.138408337
,,,,,,1338,5,0.025317533
,,,,,,1339,6,0.036194771
,,,,,,1340,2,0.014892046
,,,,,,1341,10,0.023346618
,,,,,,1342,7,0.07059983
,,,,,,1343,12,0.149072343
,,,,,,1345,41,0.1530253514
,,,,,,1347,3,0.230818824
,,,,,,1348,5,0.059485429
,,,,,,1349,3,0.189231225
,,,,,,1350,20,0.084407986
,,,,,,1351,8,0.093837999
,,,,,,1352,8,0.025426356
,,,,,,1353,2,0.500787363
,,,,,,1354,13,0.061009004
,,,,,,1355,33,0.375934672
,,,,,,1356,6,0.269914331
,,,,,,1357,8,0.167108671
,,,,,,1358,19,0.174406626
,,,,,,1359,22,0.149661426
,,,,,,1360,17,0.078752872
,,,,,,1361,2,0.101733445
,,,,,,1362,3,0.045035276
,,,,,,1365,2,0.035361032
,,,,,,1366,32,0.20070592
,,,,,,1367,47,0.516923267
,,,,,,1370,10,0.16779701
,,,,,,1371,1,0.020656103
,,,,,,1372,2,0.011391374
,,,,,,1373,12,0.144146353
,,,,,,1374,8,0.081999455
,,,,,,1377,5,0.080989076
,,,,,,1378,4,0.053639934
,,,,,,1379,44,0.615706596
,,,,,,(blank),76,41233
,,,,,,Grand Total,37090,41411.9913964129
