1,148,0.0010508
2,162,0.0011502
3,178,0.0012638
4,1282,0.00910220000000005
5,1002,0.00711420000000011
6,7920,0.0562320000000087
7,494,0.00350739999999997
8,2040,0.0144839999999996
9,15361,0.109063099999985
10,5638,0.040029800000002
11,68,0.000482800000000001
12,1900,0.0134899999999997
13,119,0.000844900000000001
14,4154,0.0294933999999985
15,2151,0.0152720999999996
16,2070,0.0146969999999996
17,968,0.0068728000000001
18,947,0.00672370000000009
19,1296,0.00920160000000004
20,7847,0.0557137000000085
21,5312,0.0377152000000011
22,1970,0.0139869999999997
23,1181,0.0083851000000001
24,511,0.00362809999999996
25,33949,0.241037900000137
26,2068,0.0146827999999996
27,8667,0.0615357000000109
28,1102,0.00782420000000014
29,2221,0.0157690999999996
30,1938,0.0137597999999997
31,5259,0.0373389000000009
32,564,0.00400439999999997
33,74105,0.526145499999659
34,3639,0.0258368999999988
35,4002,0.0284141999999986
36,1817,0.0129006999999998
37,3961,0.0281230999999986
38,4389,0.0311618999999984
39,11031,0.0783201000000024
40,142,0.0010082
