1,19,0.006707
2,61,0.021533
3,61,0.021533
4,83,0.029299
5,189,0.066717
6,367,0.129551
7,42,0.014826
8,34,0.012002
9,46,0.016238
10,18,0.006354
13,3,0.001059
14,19,0.006707
15,7,0.002471
16,3,0.001059
17,4,0.001412
18,2,0.000706
19,34,0.012002
27,2,0.000706
29,8,0.002824
30,10,0.00353
31,18,0.006354
33,7,0.002471
37,59,0.020827
39,1,0.000353
40,12,0.004236
41,7,0.002471
42,31,0.010943
44,26,0.009178
45,192,0.067776
46,323,0.114019
49,59,0.020827
53,2,0.000706
55,12,0.004236
56,126,0.044478
57,400,0.1412
58,16,0.005648
59,301,0.106253
60,400,0.1412
61,349,0.123197
62,31,0.010943
63,206,0.072718
64,213,0.075189
65,272,0.096016
66,165,0.058245
67,653,0.230509
69,542,0.191326
71,1573,0.555269
72,184,0.064952
73,89,0.031417
74,416,0.146848
75,37,0.013061
76,62,0.021886
77,22,0.007766
78,213,0.075189
79,256,0.090368
80,12,0.004236
81,880,0.31064
