1,148,0.0010508
2,158,0.0011218
3,189,0.0013419
4,562,0.0039902
5,1597,0.0113387
6,8565,0.0608115
7,825,0.0058575
8,1734,0.0123114
9,14603,0.1036813
10,5859,0.0415989
11,72,0.0005112
12,1898,0.0134758
13,344,0.0024424
14,3883,0.0275693
15,2173,0.0154283
16,2077,0.0147467
17,968,0.0068728
18,947,0.0067237
19,1296,0.0092016
26,6,0.0000426
27,91,0.0006461
29,66,0.0004686
31,1787,0.0126877
32,817,0.0058007
33,1043,0.0074053
34,1386,0.0098406
35,45,0.0003195
36,9,0.0000639
37,6005,0.0426355
38,1925,0.0136675
39,2006,0.0142426
40,1125,0.0079875
41,311,0.0022081
42,2612,0.0185452
44,1790,0.012709
45,4062,0.0288402
46,10254,0.0728034
48,30,0.000213
49,3697,0.0262487
50,5238,0.0371898
52,525,0.0037275
53,616,0.0043736
54,1383,0.0098193
55,5808,0.0412368
56,2126,0.0150946
57,8822,0.0626362
58,947,0.0067237
59,2221,0.0157691
60,1935,0.0137385
61,5262,0.0373602
62,564,0.0040044
63,4437,0.0315027
64,3220,0.022862
65,7504,0.0532784
66,6261,0.0444531
67,16557,0.1175547
69,7022,0.0498562
71,22472,0.1595512
72,4737,0.0336327
73,3604,0.0255884
74,3488,0.0247648
75,66,0.0004686
76,1752,0.0124392
77,286,0.0020306
78,4207,0.0298697
79,3408,0.0241968
80,201,0.0014271
81,11939,0.0847669
