,,,,GORANTLA,182,0.064246,,Ambalapudi,1,0.000353,,,,,,,,,,721,1,0.000353
,,,,GOSPADU,2,0.000706,,Ambapuram,8,0.002824,,,,,,,,,,724,3,0.001059
,,,,GUDIBANDA,223,0.078719,,Ambativalasa,12,0.004236,,,,,,,,,,727,4,0.001412
,,,,GUDIPALA,39,0.013767,,Ambavaram,23,0.008119,,,,,,,,,,730,15,0.005295
,,,,GUDLURU,47,0.016591,,Ambeerupeta,1,0.000353,,,,,,,,,,732,9,0.003177
,,,,GUDUPALLE,104,0.036712,,Amberpeta,3,0.001059,,,,,,,,,,734,10,0.00353
,,,,GUDUR,70,0.02471,,Ambugam,13,0.004589,,,,,,,,,,735,11,0.003883
,,,,GUMMAGATTA,107,0.037771,,Ambur,4,0.001412,,,,,,,,,,736,8,0.002824
,,,,GUMMALAKSHMIPURAM,124,0.043772,,Ameenpalle,2,0.000706,,,,,,,,,,737,1,0.000353
,,,,GUNTAKAL,140,0.04942,,Amidala,12,0.004236,,,,,,,,,,738,1,0.000353
,,,,GURAZALA,2,0.000706,,Amidalagondi,17,0.006001,,,,,,,,,,739,1,0.000353
,,,,GURLA,197,0.069541,,Amilepalle,3,0.001059,,,,,,,,,,741,2,0.000706
,,,,GURRAMKONDA,85,0.030005,,Aminabada,2,0.000706,,,,,,,,,,742,4,0.001412
,,,,HALAHARVI,20,0.00706,,Amity,4,0.001412,,,,,,,,,,743,2,0.000706
,,,,HANUMANTHUNIPADU,69,0.024357,,Ammagaripalle,2,0.000706,,,,,,,,,,744,1,0.000353
,,,,HINDUPUR,92,0.032476,,Ammana Brolu,1,0.000353,,,,,,,,,,747,10,0.00353
,,,,HIRAMANDALAM,126,0.044478,,Ammani Gudi Padu,12,0.004236,,,,,,,,,,751,1,0.000353
,,,,HOLAGUNDA,76,0.026828,,Ammavari Palem,8,0.002824,,,,,,,,,,752,2,0.000706
,,,,IBRAHIMPATNAM,5,0.001765,,Ammavaripatteda,1,0.000353,,,,,,,,,,753,1,0.000353
,,,,ICHCHAPURAM,65,0.022945,,Ammirekala,1,0.000353,,,,,,,,,,756,7,0.002471
,,,,INKOLLU,1,0.000353,,Ampalam,1,0.000353,,,,,,,,,,758,19,0.006707
,,,,IPUR,1,0.000353,,Ampolu,16,0.005648,,,,,,,,,,759,6,0.002118
,,,,IRALA,30,0.01059,,Ampuram,8,0.002824,,,,,,,,,,760,1,0.000353
,,,,JAGGAMPETA,29,0.010237,,Amrutalinga Nagaram,1,0.000353,,,,,,,,,,762,1,0.000353
,,,,JAGGAYYAPETA,36,0.012708,,Amrutapuram,2,0.000706,,,,,,,,,,763,5,0.001765
,,,,JALADANKI,5,0.001765,,Amudala,4,0.001412,,,,,,,,,,802,4,0.001412
,,,,JALUMURU,69,0.024357,,Amudala Palle,5,0.001765,,,,,,,,,,803,5,0.001765
,,,,JAMI,56,0.019768,,Amudalaputhur,1,0.000353,,,,,,,,,,804,29,0.010237
,,,,JAMMALAMADUGU,78,0.027534,,Anakarlapudi,1,0.000353,,,,,,,,,,805,47,0.016591
