location_id,name,lat,long,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
1467,KAMAVARAPUKOTA Station1,17.008995,81.191804,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,-99999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6442,P.M.R.High_School_ARG,14.462861,79.983443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333333333333334,0.33999999999999997,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6385,Somandepalle_ARG,14.007778,77.608611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,5.0,-99999.999,0.0,0.0,0.39999999999999997,0.0,7.75,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1620,MACHAVARAM Station1,16.569853,79.867409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1744,PALAMANDA,13.601814,78.854774,-99999.999,0.0,0.0,0.0,0.0,0.0,2.533333333333333,0.0,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9333333333333336,2.1333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2067,SUDDAPALLI,16.238333,80.54,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,-99999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1763,BOGOLE Station1,14.742721,79.972099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1567,KORLAM,18.942095,84.58336,5.5,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2246,CHIYYAVARAM,13.850833,79.679722,0.0,-99999.999,-99999.999,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.125,0.125,0.125,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6997,Venkannapalem_ARG,17.639,82.8,8.5,0.0,0.0,0.0,0.0,8.25,0.0,37.5,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0,5.699999999999999,0.0,11.5,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
