District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Subbasin,Count,Capacity,,Microbasin,Count,Capacity
,,,,,,,,Parlam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parumanchala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Parvatapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pasalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pasumanda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pasupathur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pasupula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patarega,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patcheva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patha  Bobbili (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Patha Kadamalakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patha Kandukur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patha Kothachervu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Patha Kunkam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patha mallempeta,8,0.002824,,,,,,,,,,,,
,,,,,,,,Patha Ramapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathacuddapah,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pathagunta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pathapalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pathavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathavenkatapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathe Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pathegada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pathikonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pathrunivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathurnatham,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patnam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pattamvandlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pattikonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pattupuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,PAYAKARAMPURAM,5,0.001765,,,,,,,,,,,,
,,,,,,,,Payakarao Bonangi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peapally,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peda Alavala Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peda Araveedu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peda Bommala Puram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Peda Irla Padu,15,0.005295,,,,,,,,,,,,
,,,,,,,,Peda Kandukur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Peda Nagulavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peda Obeneni Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peda Yachavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedaballi,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pedaballikothapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Pedabayalu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedabbipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedabhogila,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedabondapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedachelagam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedadungada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedagogulapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Pedagola Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedagummaluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedakandlagunta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pedakondepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedakotipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedalamba,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedamanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedanissankapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedapadam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedapalle,26,0.009178,,,,,,,,,,,,
,,,,,,,,Pedapudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedaravyam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedarikatla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedatadivada,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pedatankidi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedateenarla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedauyyalawada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedavemali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedavenkanna Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedavullagallu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pedda Boggupallle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pedda Chinnapyapili,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pedda Kothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedda Musturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedda Rampadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pedda Tekur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedda Thumbalam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddaboddapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddaguruvooru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddahottur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddajonnavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddakappalle,14,0.004942,,,,,,,,,,,,
,,,,,,,,Peddakotla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddakurapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddamallela,23,0.008119,,,,,,,,,,,,
,,,,,,,,Peddamallepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddamandyam,21,0.007413,,,,,,,,,,,,
,,,,,,,,Peddamanthur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddamuraharipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddanjimedu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Peddanna Palem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddannavaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddapadmapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddapalavedu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddapalle,11,0.003883,,,,,,,,,,,,
,,,,,,,,Peddapanjani,7,0.002471,,,,,,,,,,,,
,,,,,,,,Peddapappur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddaparthikunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddapeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddapolamada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddaraopalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddaravipadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddarokallapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddasana,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddasankili,6,0.002118,,,,,,,,,,,,
,,,,,,,,Peddathippasamudram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddauppara Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddavelagatur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Peddaventhurla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddayakkaluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddayallakuntla,9,0.003177,,,,,,,,,,,,
,,,,,,,,Peddinenikalva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddisettipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddiveedu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Peddivenkataya Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddoddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedduru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pegallapadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pemmadapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Penagalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penasam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Penchupadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pendakal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pendikallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pendlimarri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Penikalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pennahobilam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pennaperuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Penta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pentrala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penuganchiprolu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penukonda,11,0.003883,,,,,,,,,,,,
,,,,,,,,Penumallam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penumuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peramgudi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peravali,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peridepi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perugupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perumallapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Perur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Peta Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Petluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Petlurumocharlavari Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Petnikota,4,0.001412,,,,,,,,,,,,
,,,,,,,,Petrampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Phiryadi Nainavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pichatur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pichchiganti kothagudam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pidathalagudi Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pillalapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pinatadivada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pindrangi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pinnadari,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pinnapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pippalabadra,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pirthani  @  Elwinpeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pitchalavandla Palle,17,0.006001,,,,,,,,,,,,
,,,,,,,,Pithatholi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pitikayagulla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pittalasaria,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pochamakka Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Podili,2,0.000706,,,,,,,,,,,,
,,,,,,,,Podili Konda Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Podurupaka,9,0.003177,,,,,,,,,,,,
,,,,,,,,Pogiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pogurupalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Pokkunuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Polavaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Polayavalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pole Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Polepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Poleru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Poletipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Poli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Polimerapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Polineni Cheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Polipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Polisettipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Poluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pondalur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ponduru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Ponnada,7,0.002471,,,,,,,,,,,,
,,,,,,,,Ponnagallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ponnaluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ponnaluru Gudavari Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ponnampeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ponnangur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ponnathota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ponnetipalem (Rural),3,0.001059,,,,,,,,,,,,
,,,,,,,,Poorva Bommepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Porakuntlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Porali,2,0.000706,,,,,,,,,,,,
,,,,,,,,Porumamilla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Porumamilla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pothanavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothapalu,9,0.003177,,,,,,,,,,,,
,,,,,,,,Pothavaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Pothayyavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothrakonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothulanagepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothuluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Potlapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Potluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Potriya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Potukanuma,15,0.005295,,,,,,,,,,,,
,,,,,,,,Preethichamanur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Priyagraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Puchapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pudi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pudi  @  Chenna Kesavapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pudipatla,9,0.003177,,,,,,,,,,,,
,,,,,,,,Pudivalasa,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pudur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pulamathi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pulapathuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Puleru,1,0.000353,,,,,,,,,,,,
,,,,,,,,PULICAT LAKE,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pulikallu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pulikunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pulikuntla Ralla Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pulikuntlapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pulipadu @Govardhanagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Puliputti,5,0.001765,,,,,,,,,,,,
,,,,,,,,Puliramudugudem,12,0.004236,,,,,,,,,,,,
,,,,,,,,Pullalacheruvu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pullayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pullur,6,0.002118,,,,,,,,,,,,
,,,,,,,,PUNDI BACKWATER,1,0.000353,,,,,,,,,,,,
,,,,,,,,Punugodu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Punugodu Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Punuru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Punya Samudram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Puppala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Purimetla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Purushottapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pusalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pusapatirega,1,0.000353,,,,,,,,,,,,
,,,,,,,,Putchakayalamada,12,0.004236,,,,,,,,,,,,
,,,,,,,,Putchanuthala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Puthalapattu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Puthramaddi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Putlur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Puttayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pyalakurthy,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pyarampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pydeti,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pydivada,1,0.000353,,,,,,,,,,,,
,,,,,,,,R. Bheemavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,R. Mallavaram,6,0.002118,,,,,,,,,,,,
,,,,,,,,R.Bhadrapuram Agrm.,10,0.00353,,,,,,,,,,,,
,,,,,,,,R.Buduguntapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,R.Krishnapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,R.Locharla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Racha Konda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachagudipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachagundlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rachavetivaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Racherla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Radhajanabodda Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ragamakka Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Raganipalle (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Ragasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Raghunadhapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ragigunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ragolu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Ragulapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rajagopalapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajapuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Rajavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rajavolu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rajayyapeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rajolupadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Raju Palem,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rajupalem,6,0.002118,,,,,,,,,,,,
,,,,,,,,Rajupalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Rajupeta,11,0.003883,,,,,,,,,,,,
,,,,,,,,Rajupeta Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajupetaloddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raketla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ralla Anantapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rallabaduguru,23,0.008119,,,,,,,,,,,,
,,,,,,,,Ralladoddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rallahalli,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rallapadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rallapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramachandra Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramachandrapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Ramagiri,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ramagopalapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramakrishnapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ramakuppam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramalinga Puram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramanakkapeta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramathirtham,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramavari Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramaya Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramayogi Agraharam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramireddi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramireddigaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rampa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rampuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramulaveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rana,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ranastalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ranga Rayapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ranga Samudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ranganayuni Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rangannagari Gadda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rangapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rangasamudram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rapaka,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raptadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rapur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raseedu Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rasoolpeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ratchumarri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ratnagiri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ratti,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ravicherla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ravinuthala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ravivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravudi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Ravula Kollu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ravulacheruvu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Ravulakolanu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravulakollu,1,0.000353,,,,,,,,,,,,
,,,,,,,,RAYACHOTY,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rayadurg,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rayalapeta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Rayampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rayandoravalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rayapura Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rayavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rayudupeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Reddicherla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Reddipalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Reddipalle Agrm.,1,0.000353,,,,,,,,,,,,
,,,,,,,,Reddivaripalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Reddypalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Redlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Regadadinnepalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Regulapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Regullu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Regumani Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rekalakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Remalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Remata,2,0.000706,,,,,,,,,,,,
,,,,,,,,Renimadugu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Renimakulapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Reningavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Repativalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Retla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Revidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rittapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rolagam Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rolla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rollamadugu,15,0.005295,,,,,,,,,,,,
,,,,,,,,Rollapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rollavaka,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rompallivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rompicherla,14,0.004942,,,,,,,,,,,,
,,,,,,,,Rompivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Routhukunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Routhupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rowthupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rudra Samudram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Rudravaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Rupai,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rushikudda,1,0.000353,,,,,,,,,,,,
,,,,,,,,S.Chintalavalasa,5,0.001765,,,,,,,,,,,,
,,,,,,,,S.Mallapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,S.Mulakalapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,S.Seshampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,S.V. Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sabbavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sadanandapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sadasiva Sankarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sagarampeta,1,0.000353,,,,,,,,,,,,
