Pedapadu;Veerabhadrapuram;506922006040700;23.2.2017;288;4;1;4
Pedapadu;Andhekhanchervu;506922006050700;23.2.2017;263;4;1;4
Pedapadu;Satyavolu;506922026012200;01.3.2017;1707;4;2;8
Pedapadu;Veerammakunta;506922009050800;05.3.2017;1860;4;1;4
Eluru;Singavaram; 0506924022011400;24.04.2015;792;4 KL;3;12
Eluru;Sreeparru;0507023015011400;30.03.2016;1951;4 KL;0;0
Denduluru;singavaram;506924022011400;10.05.2016;605;4 KL;3;12
Narsapuram;CHINAMAMIDIPALLI;505945005030600;31.03.2016;1649;20;2;40
