West Godavari,KAMAVARAPUKOTA,20,0.00706,711,0.004977,21,0.007413,1,0.000353,7,0.073315,2,0.000706
Anantapur,KAMBADUR,106,0.037418,1094,0.007658,109,0.038477,12,0.004236,102,0.66388,61,0.021533
Chittoor,KAMBHAMVARIPALLE,24,0.008472,126,0.000882,102,0.036006,44,0.015532,81,0.199294,45,0.015885
Anantapur,KANAGANAPALLE,157,0.055421,1359,0.009513,172,0.060716,20,0.00706,17,0.287919,61,0.021533
Krishna,KANCHIKA CHERLA,10,0.00353,174,0.001218,14,0.004942,3,0.001059,3,0.106327,2,0.000706
Srikakulam,KANCHILI,13,0.004589,108,0.000756,191,0.067423,32,0.011296,282,0.460161,3,0.001059
Prakasam,KANDUKUR,17,0.006001,290,0.00203,17,0.006001,44,0.015532,7,0.099535,9,0.003177
Anantapur,KANEKAL,5,0.001765,525,0.003675,103,0.036359,115,0.040595,50,0.424231,26,0.009178
Prakasam,KANIGIRI,92,0.032476,224,0.001568,95,0.033535,96,0.033888,39,0.681774,49,0.017297
Krishna,KANKIPADU,0,0,39,0.000273,0,0,0,0,0,0,0,0
East Godavari,KAPILESWARAPURAM,0,0,0,0,0,0,0,0,0,0,0,0
Prakasam,KARAMCHEDU,0,0,30,0.00021,4,0.001412,0,0,0,0,0,0
East Godavari,KARAPA,0,0,36,0.000252,0,0,0,0,2,0.004663,0,0
Guntur,KAREMPUDI,72,0.025416,294,0.002058,2,0.000706,0,0,3,0.011792,0,0
Guntur,KARLAPALEM,0,0,385,0.002695,0,0,0,0,0,0,0,0
Chittoor,KARVETINAGAR,16,0.005648,1341,0.009387,103,0.036359,27,0.009531,119,0.764066,75,0.026475
Visakhapatnam,KASIMKOTA,20,0.00706,616,0.004312,36,0.012708,14,0.004942,135,0.183423,3,0.001059
East Godavari,KATRENIKONA,0,0,3,0.000021,0,0,0,0,0,0,0,0
Nellore,KAVALI,30,0.01059,113,0.000791,11,0.003883,1,0.000353,94,0.529117,5,0.001765
Srikakulam,KAVITI,0,0,38,0.000266,184,0.064952,34,0.012002,101,0.13516,7,0.002471
Kadapa,KHAJIPET,1,0.000353,487,0.003409,39,0.013767,5,0.001765,0,0,2,0.000706
East Godavari,KIRLAMPUDI,0,0,45,0.000315,0,0,0,0,24,0.790538,0,0
Nellore,KODAVALUR,0,0,0,0,0,0,0,0,10,0.036743,1,0.000353
Kurnool,KODUMUR,47,0.016591,22,0.000154,131,0.046243,3,0.001059,4,0.026001,1,0.000353
Kadapa,KODUR,4,0.001412,359,0.002513,93,0.032829,6,0.002118,24,0.219316,7,0.002471
Krishna,KODURU,0,0,154,0.001078,0,0,0,0,0,0,0,0
